19,21
96,138
262,281
521,450
888,619
1156,473
1415,483
1780,610
2088,544
2487,690
2986,841
3268,520
3753,823
4190,797
4689,838
4978,503
5418,783
5885,815
6152,479
6518,615
7178,1082
7735,961
8182,814
8848,1171
9607,1256
10107,885
10573,820
11208,1122
11933,1188
12397,868
12956,1026
13369,732
14144,1320
14879,1243
15630,1320
16372,1259
17263,1590
18106,1475
18943,1475
19894,1696
20762,1509
21704,1625
22649,1716
23377,1313
24302,1699
25212,1537
49169,50102
54385,10653
55239,1504
55886,1114
56744,1566
57563,1491
58500,1632
59376,1643
60122,1369
60951,1469
61805,1555
62746,1835
63632,1725
64002,659
64262,483
64559,517
64830,483
65086,466
65383,570
65739,692
66076,653
66337,436
66484,286
66665,317
66842,316
67037,381
67622,1129
68211,1209
68374,281
68752,794
69056,627
69337,656
69626,675
69985,807
70665,1484
70901,494
71485,1180
71925,1016
72431,1081
72881,1058
73196,723
73536,822
73834,724
74151,769
74480,829
74898,1021
75316,1042
75836,1288
76170,824
76733,1273
77521,1890
77761,518
78046,625
78676,1306
79256,1266
79613,880
80172,1260
80544,880
81090,1242
82184,2562
83071,1959
83870,1839
84754,2054
85521,1903
86382,2015
87047,1809
88645,3831
90289,3900
91008,1804
91562,1307
92203,1390
92726,1277
93809,2609
94475,1691
95552,2705
96288,1763
96750,1057
97046,685
98131,2334
98771,1636
99253,1246
100000,1919
100000,1380
100000,1728
100000,1936
100000,2332
100000,3204
100000,2577
100000,2398
100000,1583
100000,1772
100000,2312
100000,1622
100000,1887
100000,2080
100000,2194
100000,4706
100000,1873
100000,2021
100000,1481
100000,1480
100000,1898
100000,1814
100000,2932
100000,891
100000,870
100000,2020
100000,1934
100000,1407
100000,1689
100000,1584
100000,1658
100000,2539
100000,2781
100000,1452
100000,1872
100000,1270
100000,2257
100000,1776
100000,980
100000,1536
100000,2218
100000,2655
100000,2427
100000,1832
100000,969
100000,2354
100000,1334
100000,2103
100000,2714
100000,2035
100000,1542
100000,1354
100000,1703
100000,1726
100000,3568
100000,973
100000,1396
100000,2348
100000,2213
100000,867
100000,2156
100000,1425
100000,1380
100000,1458
100000,1418
100000,2331
100000,1791
100000,2091
100000,1814
100000,668
100000,4145
100000,1457
100000,2953
100000,1425
100000,2524
100000,2220
100000,2521
100000,1425
100000,1822
100000,2201
100000,2416
100000,1366
100000,1007
100000,4693
100000,2137
100000,2584
100000,1960
100000,1926
100000,2029
100000,1596
100000,2966
100000,1463
100000,1979
100000,1952
100000,2624
100000,2400
100000,1935
100000,1405
100000,1011
100000,1430
100000,1726
100000,2199
100000,1723
100000,2754
100000,1434
100000,1416
100000,2056
100000,2662
100000,1756
100000,1943
100000,2173
100000,1676
100000,1824
100000,2462
100000,1951
100000,1641
100000,3899
100000,985
100000,984
100000,3420
100000,1743
100000,3960
100000,2832
100000,1660
100000,4837
100000,1721
100000,2382
100000,1614
100000,1684
100000,1685
100000,751
100000,1732
100000,3553
100000,3378
100000,1834
100000,2111
100000,1781
100000,2167
100000,1926
100000,2322
100000,3571
100000,1729
100000,2222
100000,1773
100000,1694
100000,1491
100000,1925
100000,1710
100000,2329
100000,1618
100000,2128
100000,3908
100000,1659
100000,2625
100000,2068
100000,2055
100000,2003
100000,1761
100000,2186
100000,2089
100000,2280
100000,4237
100000,4151
100000,1619
100000,1413
100000,1582
100000,1456
100000,2435
100000,1730
100000,1924
100000,1261
100000,2407
100000,2182
100000,707
100000,2345
100000,1262
100000,2131
100000,1407
100000,2106
100000,1483
100000,2237
100000,1448
100000,3505
100000,1423
100000,2859
100000,1573
100000,3706
100000,5705
100000,1405
100000,1685
100000,4994
100000,2146
100000,1883
100000,2638
100000,1986
100000,1918
100000,751
100000,3392
100000,2682
100000,2850
100000,2788
100000,1729
100000,1620
100000,4516
100000,5180
100000,1418
100000,2054
100000,1744
100000,1562
100000,3095
100000,2600
100000,4220
100000,2113
100000,3375
100000,1494
100000,2548
100000,3137
100000,1497
100000,2822
100000,1780
100000,2170
100000,1412
100000,2882
100000,3414
100000,1349
100000,1216
100000,1366
100000,1713
100000,3187
100000,1772
100000,1501
100000,1913
100000,2059
100000,1748
100000,1778
100000,1709
100000,2493
100000,1250
100000,1907
100000,1424
100000,5016
100000,1860
